combo_key,variant,params_json,status,n_primary_folds,median_oos_pf,worst_fold_oos_pf,median_oos_sharpe,max_oos_dd_pct,max_is_to_oos_sharpe_degradation_pct,total_oos_trades,min_fold_oos_trades,folds_with_oos_pf_gt_1,max_per_pair_net_profit_share,net_profit_share_json,control_catastrophic,control_folds_below_bar_json,raw_p,bonferroni_p,n_tested,survives_raw,survives_bonferroni,verdict,gate_reason,downgrade_reasons,posterior_pf_p05,posterior_pf_p50,posterior_pf_p95,posterior_pf_prob_gt_1
"V2|atr_stop_mult=2.5,donchian_in=40,donchian_out=10",V2,"{""atr_stop_mult"": 2.5, ""donchian_in"": 40, ""donchian_out"": 10}",OK,5,7.682771,1.999338,0.571790,2.022859,100.000000,38,5,5,0.742838,"{""EURUSD"": 0.19623494657720475, ""GBPUSD"": 0.06092738030578427, ""XAUUSD"": 0.742837673117011}",false,"{""USDJPY"": 1}",0.905748,1.000000,123,false,false,BLOCKED,portfolio.total_oos_trades=38 < 40; portfolio.median_oos_sharpe=0.572 < 0.70; portfolio.max_is_to_oos_sharpe_degradation_pct=100.0% > 30%; portfolio.max_per_pair_net_profit_share=74.3% (worst: XAUUSD) > 40%,,0.452753,5.123787,57.985662,0.880714
"V2|atr_stop_mult=2.5,donchian_in=40,donchian_out=20",V2,"{""atr_stop_mult"": 2.5, ""donchian_in"": 40, ""donchian_out"": 20}",OK,5,7.682771,1.999338,0.571790,2.022859,100.000000,38,5,5,0.742838,"{""EURUSD"": 0.19623494657720475, ""GBPUSD"": 0.06092738030578427, ""XAUUSD"": 0.742837673117011}",false,"{""USDJPY"": 1}",0.905748,1.000000,123,false,false,BLOCKED,portfolio.total_oos_trades=38 < 40; portfolio.median_oos_sharpe=0.572 < 0.70; portfolio.max_is_to_oos_sharpe_degradation_pct=100.0% > 30%; portfolio.max_per_pair_net_profit_share=74.3% (worst: XAUUSD) > 40%,,0.452753,5.123787,57.985662,0.880714
"V2|atr_stop_mult=2.5,donchian_in=40,donchian_out=5",V2,"{""atr_stop_mult"": 2.5, ""donchian_in"": 40, ""donchian_out"": 5}",OK,5,7.682771,1.999338,0.571790,2.022859,100.000000,38,5,5,0.742838,"{""EURUSD"": 0.19623494657720475, ""GBPUSD"": 0.06092738030578427, ""XAUUSD"": 0.742837673117011}",false,"{""USDJPY"": 1}",0.905748,1.000000,123,false,false,BLOCKED,portfolio.total_oos_trades=38 < 40; portfolio.median_oos_sharpe=0.572 < 0.70; portfolio.max_is_to_oos_sharpe_degradation_pct=100.0% > 30%; portfolio.max_per_pair_net_profit_share=74.3% (worst: XAUUSD) > 40%,,0.452753,5.123787,57.985662,0.880714
"V3|atr_stop_mult=1.5,bb_length=14,bb_std=1.5",V3,"{""atr_stop_mult"": 1.5, ""bb_length"": 14, ""bb_std"": 1.5}",OK,5,1.701788,0.053640,-1.115809,3.410762,2297.148920,220,36,3,0.497182,"{""EURUSD"": 0.20263994355545, ""GBPUSD"": 0.3001782845188765, ""XAUUSD"": 0.4971817719256734}",false,"{""USDJPY"": 2}",0.778583,1.000000,123,false,false,BLOCKED,portfolio.median_oos_sharpe=-1.116 < 0.70; portfolio.max_is_to_oos_sharpe_degradation_pct=2297.1% > 30%; portfolio.max_per_pair_net_profit_share=49.7% (worst: XAUUSD) > 40%,,0.014346,0.898008,56.213200,0.480669
"V3|atr_stop_mult=1.5,bb_length=14,bb_std=2.0",V3,"{""atr_stop_mult"": 1.5, ""bb_length"": 14, ""bb_std"": 2.0}",OK,5,1.083351,0.314928,-2.439270,2.618577,3888.605936,141,20,3,0.458927,"{""EURUSD"": 0.2948627422795062, ""GBPUSD"": 0.24620988330575927, ""XAUUSD"": 0.4589273744147345}",true,"{""USDJPY"": 4}",0.879020,1.000000,123,false,false,BLOCKED,portfolio.median_oos_pf=1.083 < 1.30; portfolio.median_oos_sharpe=-2.439 < 0.70; portfolio.max_is_to_oos_sharpe_degradation_pct=3888.6% > 30%; portfolio.max_per_pair_net_profit_share=45.9% (worst: XAUUSD) > 40%,,0.072649,1.280605,22.573668,0.563757
"V3|atr_stop_mult=1.5,bb_length=14,bb_std=2.5",V3,"{""atr_stop_mult"": 1.5, ""bb_length"": 14, ""bb_std"": 2.5}",OK,5,2.395200,0.000000,-0.128484,2.906254,77144.036528,57,7,3,0.636047,"{""EURUSD"": 0.21008697709074367, ""GBPUSD"": 0.15386605064459072, ""XAUUSD"": 0.6360469722646657}",false,"{""USDJPY"": 2}",0.831703,1.000000,123,false,false,BLOCKED,portfolio.median_oos_sharpe=-0.128 < 0.70; portfolio.max_is_to_oos_sharpe_degradation_pct=77144.0% > 30%; portfolio.max_per_pair_net_profit_share=63.6% (worst: XAUUSD) > 40%,,0.059141,1.882210,59.903316,0.636135
"V3|atr_stop_mult=1.5,bb_length=20,bb_std=1.5",V3,"{""atr_stop_mult"": 1.5, ""bb_length"": 20, ""bb_std"": 1.5}",OK,5,1.260569,0.000000,-2.712759,3.768165,2284.774954,177,31,4,0.539500,"{""EURUSD"": 0.2390629042244758, ""GBPUSD"": 0.22143744227694437, ""XAUUSD"": 0.5394996534985799}",false,"{""USDJPY"": 2}",0.838138,1.000000,123,false,false,BLOCKED,portfolio.median_oos_pf=1.261 < 1.30; portfolio.median_oos_sharpe=-2.713 < 0.70; portfolio.max_is_to_oos_sharpe_degradation_pct=2284.8% > 30%; portfolio.max_per_pair_net_profit_share=53.9% (worst: XAUUSD) > 40%,,0.194993,2.383308,29.130107,0.742168
"V3|atr_stop_mult=1.5,bb_length=20,bb_std=2.0",V3,"{""atr_stop_mult"": 1.5, ""bb_length"": 20, ""bb_std"": 2.0}",OK,5,1.224932,0.293588,-1.708832,4.029761,23607.818404,125,22,3,0.527336,"{""EURUSD"": 0.2329989534137402, ""GBPUSD"": 0.23966548131288035, ""XAUUSD"": 0.5273355652733794}",false,"{""USDJPY"": 1}",0.829230,1.000000,123,false,false,BLOCKED,portfolio.median_oos_pf=1.225 < 1.30; portfolio.median_oos_sharpe=-1.709 < 0.70; portfolio.max_is_to_oos_sharpe_degradation_pct=23607.8% > 30%; portfolio.max_per_pair_net_profit_share=52.7% (worst: XAUUSD) > 40%,,0.238775,1.018256,4.342359,0.509276
"V3|atr_stop_mult=1.5,bb_length=20,bb_std=2.5",V3,"{""atr_stop_mult"": 1.5, ""bb_length"": 20, ""bb_std"": 2.5}",OK,5,3.388987,0.059321,-4.042966,2.056782,497163.822680,58,9,4,0.734953,"{""EURUSD"": 0.11683127485151787, ""GBPUSD"": 0.1482154109192498, ""XAUUSD"": 0.7349533142292324}",true,"{""USDJPY"": 3}",0.813129,1.000000,123,false,false,BLOCKED,portfolio.median_oos_sharpe=-4.043 < 0.70; portfolio.max_is_to_oos_sharpe_degradation_pct=497163.8% > 30%; portfolio.max_per_pair_net_profit_share=73.5% (worst: XAUUSD) > 40%,,0.041416,1.716908,71.175311,0.606290
"V3|atr_stop_mult=1.5,bb_length=30,bb_std=1.5",V3,"{""atr_stop_mult"": 1.5, ""bb_length"": 30, ""bb_std"": 1.5}",OK,5,2.320238,0.000000,-0.877320,3.891088,3249.106161,121,18,3,0.627756,"{""EURUSD"": 0.2522121945769072, ""GBPUSD"": 0.12003206314831262, ""XAUUSD"": 0.6277557422747801}",false,"{""USDJPY"": 2}",0.855409,1.000000,123,false,false,BLOCKED,portfolio.median_oos_sharpe=-0.877 < 0.70; portfolio.max_is_to_oos_sharpe_degradation_pct=3249.1% > 30%; portfolio.max_per_pair_net_profit_share=62.8% (worst: XAUUSD) > 40%,,0.189138,2.463149,32.077676,0.744625
"V3|atr_stop_mult=1.5,bb_length=30,bb_std=2.0",V3,"{""atr_stop_mult"": 1.5, ""bb_length"": 30, ""bb_std"": 2.0}",OK,5,1.395354,0.000000,-1.404718,3.135138,1613.510157,87,12,4,0.582018,"{""EURUSD"": 0.2546846996284312, ""GBPUSD"": 0.163297273572269, ""XAUUSD"": 0.5820180267992997}",false,"{""USDJPY"": 1}",0.718911,1.000000,123,false,false,BLOCKED,portfolio.median_oos_sharpe=-1.405 < 0.70; portfolio.max_is_to_oos_sharpe_degradation_pct=1613.5% > 30%; portfolio.max_per_pair_net_profit_share=58.2% (worst: XAUUSD) > 40%,,0.268949,2.755981,28.241104,0.789904
"V3|atr_stop_mult=1.5,bb_length=30,bb_std=2.5",V3,"{""atr_stop_mult"": 1.5, ""bb_length"": 30, ""bb_std"": 2.5}",OK,5,1.757979,0.000000,-14.304214,2.515330,321267.728036,45,7,3,0.748159,"{""EURUSD"": 0.18706564825439684, ""GBPUSD"": 0.0647753806555867, ""XAUUSD"": 0.7481589710900164}",false,"{""USDJPY"": 2}",0.816110,1.000000,123,false,false,BLOCKED,portfolio.median_oos_sharpe=-14.304 < 0.70; portfolio.max_is_to_oos_sharpe_degradation_pct=321267.7% > 30%; portfolio.max_per_pair_net_profit_share=74.8% (worst: XAUUSD) > 40%,,0.050808,1.646644,53.365868,0.607880
"V3|atr_stop_mult=2.0,bb_length=14,bb_std=1.5",V3,"{""atr_stop_mult"": 2.0, ""bb_length"": 14, ""bb_std"": 1.5}",OK,5,1.553490,0.005248,-0.720674,2.401250,1806.650291,212,34,3,0.446477,"{""EURUSD"": 0.20631774559669247, ""GBPUSD"": 0.34720476049997323, ""XAUUSD"": 0.44647749390333435}",false,"{""USDJPY"": 2}",0.739311,1.000000,123,false,false,BLOCKED,portfolio.median_oos_sharpe=-0.721 < 0.70; portfolio.max_is_to_oos_sharpe_degradation_pct=1806.7% > 30%; portfolio.max_per_pair_net_profit_share=44.6% (worst: XAUUSD) > 40%,,0.013874,0.756915,41.295705,0.448392
"V3|atr_stop_mult=2.0,bb_length=14,bb_std=2.0",V3,"{""atr_stop_mult"": 2.0, ""bb_length"": 14, ""bb_std"": 2.0}",OK,5,1.127961,0.218076,-1.388192,2.395012,4122.464636,139,20,3,0.404055,"{""EURUSD"": 0.2807210979627553, ""GBPUSD"": 0.3152239851177151, ""XAUUSD"": 0.40405491691952966}",true,"{""USDJPY"": 3}",0.850665,1.000000,123,false,false,BLOCKED,portfolio.median_oos_pf=1.128 < 1.30; portfolio.median_oos_sharpe=-1.388 < 0.70; portfolio.max_is_to_oos_sharpe_degradation_pct=4122.5% > 30%; portfolio.max_per_pair_net_profit_share=40.4% (worst: XAUUSD) > 40%,,0.083806,1.320823,20.816782,0.574491
"V3|atr_stop_mult=2.0,bb_length=14,bb_std=2.5",V3,"{""atr_stop_mult"": 2.0, ""bb_length"": 14, ""bb_std"": 2.5}",OK,5,2.073639,0.000000,-0.652365,1.434059,108915.201358,57,7,3,0.598691,"{""EURUSD"": 0.24468749546481433, ""GBPUSD"": 0.15662189969347934, ""XAUUSD"": 0.5986906048417063}",false,"{""USDJPY"": 2}",0.805769,1.000000,123,false,false,BLOCKED,portfolio.median_oos_sharpe=-0.652 < 0.70; portfolio.max_is_to_oos_sharpe_degradation_pct=108915.2% > 30%; portfolio.max_per_pair_net_profit_share=59.9% (worst: XAUUSD) > 40%,,0.062116,1.837488,54.355874,0.633906
"V3|atr_stop_mult=2.0,bb_length=20,bb_std=1.5",V3,"{""atr_stop_mult"": 2.0, ""bb_length"": 20, ""bb_std"": 1.5}",OK,5,1.369666,0.000000,-2.960710,2.497200,12257.814848,165,30,4,0.526534,"{""EURUSD"": 0.23795088540728537, ""GBPUSD"": 0.2355148093922266, ""XAUUSD"": 0.5265343052004879}",false,"{""USDJPY"": 2}",0.799599,1.000000,123,false,false,BLOCKED,portfolio.median_oos_sharpe=-2.961 < 0.70; portfolio.max_is_to_oos_sharpe_degradation_pct=12257.8% > 30%; portfolio.max_per_pair_net_profit_share=52.7% (worst: XAUUSD) > 40%,,0.208587,2.524834,30.561842,0.756057
"V3|atr_stop_mult=2.0,bb_length=20,bb_std=2.0",V3,"{""atr_stop_mult"": 2.0, ""bb_length"": 20, ""bb_std"": 2.0}",OK,5,1.053560,0.110616,-2.547039,3.040802,6406.979433,121,20,3,0.499575,"{""EURUSD"": 0.22345409786593276, ""GBPUSD"": 0.2769708008384202, ""XAUUSD"": 0.499575101295647}",false,"{""USDJPY"": 1}",0.851192,1.000000,123,false,false,BLOCKED,portfolio.median_oos_pf=1.054 < 1.30; portfolio.median_oos_sharpe=-2.547 < 0.70; portfolio.max_is_to_oos_sharpe_degradation_pct=6407.0% > 30%; portfolio.max_per_pair_net_profit_share=50.0% (worst: XAUUSD) > 40%,,0.098512,0.930425,8.787675,0.476133
"V3|atr_stop_mult=2.0,bb_length=20,bb_std=2.5",V3,"{""atr_stop_mult"": 2.0, ""bb_length"": 20, ""bb_std"": 2.5}",OK,5,2.881140,0.059143,-2.910420,1.516625,11697.827844,58,9,4,0.720597,"{""EURUSD"": 0.13164638605164594, ""GBPUSD"": 0.14775671573933225, ""XAUUSD"": 0.7205968982090218}",true,"{""USDJPY"": 3}",0.811765,1.000000,123,false,false,BLOCKED,portfolio.median_oos_sharpe=-2.910 < 0.70; portfolio.max_is_to_oos_sharpe_degradation_pct=11697.8% > 30%; portfolio.max_per_pair_net_profit_share=72.1% (worst: XAUUSD) > 40%,,0.042110,1.694123,68.155533,0.604558
"V3|atr_stop_mult=2.0,bb_length=30,bb_std=1.5",V3,"{""atr_stop_mult"": 2.0, ""bb_length"": 30, ""bb_std"": 1.5}",OK,5,2.415174,0.076034,-1.131541,2.652265,2493.744812,113,17,3,0.653938,"{""EURUSD"": 0.21386181304065854, ""GBPUSD"": 0.1321997679497005, ""XAUUSD"": 0.6539384190096409}",false,"{""USDJPY"": 2}",0.856960,1.000000,123,false,false,BLOCKED,portfolio.median_oos_sharpe=-1.132 < 0.70; portfolio.max_is_to_oos_sharpe_degradation_pct=2493.7% > 30%; portfolio.max_per_pair_net_profit_share=65.4% (worst: XAUUSD) > 40%,,0.041117,1.372527,45.816643,0.566734
"V3|atr_stop_mult=2.0,bb_length=30,bb_std=2.0",V3,"{""atr_stop_mult"": 2.0, ""bb_length"": 30, ""bb_std"": 2.0}",OK,5,1.103602,0.000000,-2.242335,2.682094,1576.011549,84,12,4,0.574510,"{""EURUSD"": 0.23838291717533971, ""GBPUSD"": 0.18710658801696908, ""XAUUSD"": 0.5745104948076911}",false,"{""USDJPY"": 2}",0.698757,1.000000,123,false,false,BLOCKED,portfolio.median_oos_pf=1.104 < 1.30; portfolio.median_oos_sharpe=-2.242 < 0.70; portfolio.max_is_to_oos_sharpe_degradation_pct=1576.0% > 30%; portfolio.max_per_pair_net_profit_share=57.5% (worst: XAUUSD) > 40%,,0.178004,2.521176,35.708915,0.743279
"V3|atr_stop_mult=2.0,bb_length=30,bb_std=2.5",V3,"{""atr_stop_mult"": 2.0, ""bb_length"": 30, ""bb_std"": 2.5}",OK,5,1.316776,0.000000,-1.453247,1.638278,7441.180829,45,7,3,0.737250,"{""EURUSD"": 0.19826022465307666, ""GBPUSD"": 0.06448961239788083, ""XAUUSD"": 0.7372501629490426}",false,"{""USDJPY"": 2}",0.886008,1.000000,123,false,false,BLOCKED,portfolio.median_oos_sharpe=-1.453 < 0.70; portfolio.max_is_to_oos_sharpe_degradation_pct=7441.2% > 30%; portfolio.max_per_pair_net_profit_share=73.7% (worst: XAUUSD) > 40%,,0.087600,2.050898,48.015872,0.667253
"V3|atr_stop_mult=2.5,bb_length=14,bb_std=1.5",V3,"{""atr_stop_mult"": 2.5, ""bb_length"": 14, ""bb_std"": 1.5}",OK,5,1.516380,0.025989,-0.689244,1.900230,1742.397728,209,33,3,0.424614,"{""EURUSD"": 0.21299068867898668, ""GBPUSD"": 0.3623954809145305, ""XAUUSD"": 0.4246138304064828}",false,"{""USDJPY"": 2}",0.753487,1.000000,123,false,false,BLOCKED,portfolio.median_oos_sharpe=-0.689 < 0.70; portfolio.max_is_to_oos_sharpe_degradation_pct=1742.4% > 30%; portfolio.max_per_pair_net_profit_share=42.5% (worst: XAUUSD) > 40%,,0.023303,0.768945,25.373828,0.444345
"V3|atr_stop_mult=2.5,bb_length=14,bb_std=2.0",V3,"{""atr_stop_mult"": 2.5, ""bb_length"": 14, ""bb_std"": 2.0}",OK,5,1.121825,0.190784,-1.621255,1.853206,3130.167141,139,20,3,0.393845,"{""EURUSD"": 0.2838998128532719, ""GBPUSD"": 0.3222556574004008, ""XAUUSD"": 0.3938445297463274}",true,"{""USDJPY"": 3}",0.856760,1.000000,123,false,false,BLOCKED,portfolio.median_oos_pf=1.122 < 1.30; portfolio.median_oos_sharpe=-1.621 < 0.70; portfolio.max_is_to_oos_sharpe_degradation_pct=3130.2% > 30%,,0.076620,1.216290,19.307708,0.552480
"V3|atr_stop_mult=2.5,bb_length=14,bb_std=2.5",V3,"{""atr_stop_mult"": 2.5, ""bb_length"": 14, ""bb_std"": 2.5}",OK,5,1.831995,0.000000,-0.880854,1.171926,2473.568708,57,7,3,0.601872,"{""EURUSD"": 0.24614771238862948, ""GBPUSD"": 0.15198066083423833, ""XAUUSD"": 0.6018716267771322}",false,"{""USDJPY"": 2}",0.810990,1.000000,123,false,false,BLOCKED,portfolio.median_oos_sharpe=-0.881 < 0.70; portfolio.max_is_to_oos_sharpe_degradation_pct=2473.6% > 30%; portfolio.max_per_pair_net_profit_share=60.2% (worst: XAUUSD) > 40%,,0.048993,1.701877,59.118244,0.612598
"V3|atr_stop_mult=2.5,bb_length=20,bb_std=1.5",V3,"{""atr_stop_mult"": 2.5, ""bb_length"": 20, ""bb_std"": 1.5}",OK,5,1.455869,0.000000,-2.574988,2.148903,11620.890336,161,30,4,0.520483,"{""EURUSD"": 0.24173854660523728, ""GBPUSD"": 0.237778948414377, ""XAUUSD"": 0.5204825049803858}",false,"{""USDJPY"": 2}",0.801495,1.000000,123,false,false,BLOCKED,portfolio.median_oos_sharpe=-2.575 < 0.70; portfolio.max_is_to_oos_sharpe_degradation_pct=11620.9% > 30%; portfolio.max_per_pair_net_profit_share=52.0% (worst: XAUUSD) > 40%,,0.212272,2.536425,30.307530,0.758155
"V3|atr_stop_mult=2.5,bb_length=20,bb_std=2.0",V3,"{""atr_stop_mult"": 2.5, ""bb_length"": 20, ""bb_std"": 2.0}",OK,5,0.949835,0.001694,-2.924711,2.479637,9074.799401,120,20,2,0.483019,"{""EURUSD"": 0.21109174346032394, ""GBPUSD"": 0.3058895833955958, ""XAUUSD"": 0.4830186731440802}",false,"{""USDJPY"": 1}",0.860315,1.000000,123,false,false,BLOCKED,portfolio.median_oos_pf=0.950 < 1.30; portfolio.median_oos_sharpe=-2.925 < 0.70; portfolio.folds_with_oos_pf>1=2 < 3; portfolio.max_is_to_oos_sharpe_degradation_pct=9074.8% > 30%; portfolio.max_per_pair_net_profit_share=48.3% (worst: XAUUSD) > 40%,,0.047909,0.805784,13.552546,0.443344
"V3|atr_stop_mult=2.5,bb_length=20,bb_std=2.5",V3,"{""atr_stop_mult"": 2.5, ""bb_length"": 20, ""bb_std"": 2.5}",OK,5,2.536088,0.066007,-3.180148,1.313870,23844.933624,57,9,4,0.689439,"{""EURUSD"": 0.14601774209858276, ""GBPUSD"": 0.1645431475096474, ""XAUUSD"": 0.6894391103917699}",true,"{""USDJPY"": 4}",0.802561,1.000000,123,false,false,BLOCKED,portfolio.median_oos_sharpe=-3.180 < 0.70; portfolio.max_is_to_oos_sharpe_degradation_pct=23844.9% > 30%; portfolio.max_per_pair_net_profit_share=68.9% (worst: XAUUSD) > 40%,,0.045000,1.643027,59.989194,0.601234
"V3|atr_stop_mult=2.5,bb_length=30,bb_std=1.5",V3,"{""atr_stop_mult"": 2.5, ""bb_length"": 30, ""bb_std"": 1.5}",OK,5,2.490531,0.000000,-1.627115,1.748881,3493.704835,110,17,3,0.661092,"{""EURUSD"": 0.19148841760312957, ""GBPUSD"": 0.1474192078583613, ""XAUUSD"": 0.6610923745385091}",true,"{""USDJPY"": 3}",0.855081,1.000000,123,false,false,BLOCKED,portfolio.median_oos_sharpe=-1.627 < 0.70; portfolio.max_is_to_oos_sharpe_degradation_pct=3493.7% > 30%; portfolio.max_per_pair_net_profit_share=66.1% (worst: XAUUSD) > 40%,,0.290013,2.174985,16.311570,0.763876
"V3|atr_stop_mult=2.5,bb_length=30,bb_std=2.0",V3,"{""atr_stop_mult"": 2.5, ""bb_length"": 30, ""bb_std"": 2.0}",OK,5,1.041763,0.000000,-2.277343,1.840814,1476.823329,84,12,3,0.581767,"{""EURUSD"": 0.21900791426497845, ""GBPUSD"": 0.19922464347188126, ""XAUUSD"": 0.5817674422631404}",false,"{""USDJPY"": 1}",0.707146,1.000000,123,false,false,BLOCKED,portfolio.median_oos_pf=1.042 < 1.30; portfolio.median_oos_sharpe=-2.277 < 0.70; portfolio.max_is_to_oos_sharpe_degradation_pct=1476.8% > 30%; portfolio.max_per_pair_net_profit_share=58.2% (worst: XAUUSD) > 40%,,0.130662,2.221590,37.772843,0.702605
"V3|atr_stop_mult=2.5,bb_length=30,bb_std=2.5",V3,"{""atr_stop_mult"": 2.5, ""bb_length"": 30, ""bb_std"": 2.5}",OK,5,1.238090,0.000000,-2.311561,1.506476,6419.146372,45,7,3,0.745956,"{""EURUSD"": 0.19116883464510745, ""GBPUSD"": 0.0628755694096812, ""XAUUSD"": 0.7459555959452113}",false,"{""USDJPY"": 2}",0.916214,1.000000,123,false,false,BLOCKED,portfolio.median_oos_pf=1.238 < 1.30; portfolio.median_oos_sharpe=-2.312 < 0.70; portfolio.max_is_to_oos_sharpe_degradation_pct=6419.1% > 30%; portfolio.max_per_pair_net_profit_share=74.6% (worst: XAUUSD) > 40%,,0.040119,1.601808,63.953655,0.596467
