combo_key,variant,params_json,symbol,status,n_folds,median_oos_pf,worst_fold_oos_pf,median_oos_sharpe,max_oos_dd_pct,max_is_to_oos_sharpe_degradation_pct,total_oos_trades,min_fold_oos_trades,raw_p,bonferroni_p,n_tested,survives_raw,survives_bonferroni,verdict,gate_reason
"V2|atr_stop_mult=2.0,donchian_in=10,donchian_out=10",V2,"{""atr_stop_mult"": 2.0, ""donchian_in"": 10, ""donchian_out"": 10}",USDJPY,OK,5,1.847291,0.000000,3.918262,1.432512,1230.236397,24,4,0.479577,1.000000,123,false,false,BLOCKED,min_fold_oos_trades=4 < 5; total_oos_trades=24 < 40; max_is_to_oos_sharpe_degradation_pct=1230.2% > 30%
"V2|atr_stop_mult=2.0,donchian_in=20,donchian_out=5",V2,"{""atr_stop_mult"": 2.0, ""donchian_in"": 20, ""donchian_out"": 5}",EURUSD,OK,5,0.944286,0.000000,-0.267154,2.536359,4533010.768041,20,2,0.816031,1.000000,123,false,false,BLOCKED,min_fold_oos_trades=2 < 5; total_oos_trades=20 < 40; median_oos_pf=0.944 < 1.30; median_oos_sharpe=-0.267 < 0.70; folds_with_oos_pf>1=2 < 3; max_is_to_oos_sharpe_degradation_pct=4533010.8% > 30%
"V2|atr_stop_mult=2.0,donchian_in=20,donchian_out=5",V2,"{""atr_stop_mult"": 2.0, ""donchian_in"": 20, ""donchian_out"": 5}",GBPUSD,OK,5,0.946489,0.081645,-0.294815,1.522268,100.000000,18,3,0.701391,1.000000,123,false,false,BLOCKED,min_fold_oos_trades=3 < 5; total_oos_trades=18 < 40; median_oos_pf=0.946 < 1.30; median_oos_sharpe=-0.295 < 0.70; folds_with_oos_pf>1=2 < 3; max_is_to_oos_sharpe_degradation_pct=100.0% > 30%
"V2|atr_stop_mult=2.0,donchian_in=20,donchian_out=5",V2,"{""atr_stop_mult"": 2.0, ""donchian_in"": 20, ""donchian_out"": 5}",XAUUSD,OK,5,6.762429,0.623856,8.207763,2.507814,169.502078,24,3,0.060722,1.000000,123,false,false,BLOCKED,min_fold_oos_trades=3 < 5; total_oos_trades=24 < 40; max_is_to_oos_sharpe_degradation_pct=169.5% > 30%
"V2|atr_stop_mult=2.0,donchian_in=20,donchian_out=5",V2,"{""atr_stop_mult"": 2.0, ""donchian_in"": 20, ""donchian_out"": 5}",USDJPY,OK,5,3.625197,0.000000,6.523062,1.200043,1895006.785186,15,2,0.812896,1.000000,123,false,false,BLOCKED,min_fold_oos_trades=2 < 5; total_oos_trades=15 < 40; max_is_to_oos_sharpe_degradation_pct=1895006.8% > 30%
"V2|atr_stop_mult=2.0,donchian_in=20,donchian_out=10",V2,"{""atr_stop_mult"": 2.0, ""donchian_in"": 20, ""donchian_out"": 10}",EURUSD,OK,5,0.944286,0.000000,-0.267154,2.536359,4533010.768041,20,2,0.816031,1.000000,123,false,false,BLOCKED,min_fold_oos_trades=2 < 5; total_oos_trades=20 < 40; median_oos_pf=0.944 < 1.30; median_oos_sharpe=-0.267 < 0.70; folds_with_oos_pf>1=2 < 3; max_is_to_oos_sharpe_degradation_pct=4533010.8% > 30%
"V2|atr_stop_mult=2.0,donchian_in=20,donchian_out=10",V2,"{""atr_stop_mult"": 2.0, ""donchian_in"": 20, ""donchian_out"": 10}",GBPUSD,OK,5,0.946489,0.081645,-0.294815,1.522268,100.000000,18,3,0.701391,1.000000,123,false,false,BLOCKED,min_fold_oos_trades=3 < 5; total_oos_trades=18 < 40; median_oos_pf=0.946 < 1.30; median_oos_sharpe=-0.295 < 0.70; folds_with_oos_pf>1=2 < 3; max_is_to_oos_sharpe_degradation_pct=100.0% > 30%
"V2|atr_stop_mult=2.0,donchian_in=20,donchian_out=10",V2,"{""atr_stop_mult"": 2.0, ""donchian_in"": 20, ""donchian_out"": 10}",XAUUSD,OK,5,6.762429,0.623856,8.207763,2.507814,169.502078,24,3,0.060722,1.000000,123,false,false,BLOCKED,min_fold_oos_trades=3 < 5; total_oos_trades=24 < 40; max_is_to_oos_sharpe_degradation_pct=169.5% > 30%
"V2|atr_stop_mult=2.0,donchian_in=20,donchian_out=10",V2,"{""atr_stop_mult"": 2.0, ""donchian_in"": 20, ""donchian_out"": 10}",USDJPY,OK,5,3.625197,0.000000,6.523062,1.200043,1895006.785186,15,2,0.812896,1.000000,123,false,false,BLOCKED,min_fold_oos_trades=2 < 5; total_oos_trades=15 < 40; max_is_to_oos_sharpe_degradation_pct=1895006.8% > 30%
"V2|atr_stop_mult=2.0,donchian_in=20,donchian_out=20",V2,"{""atr_stop_mult"": 2.0, ""donchian_in"": 20, ""donchian_out"": 20}",EURUSD,OK,5,0.944286,0.000000,-0.267154,2.536359,4533010.768041,20,2,0.816031,1.000000,123,false,false,BLOCKED,min_fold_oos_trades=2 < 5; total_oos_trades=20 < 40; median_oos_pf=0.944 < 1.30; median_oos_sharpe=-0.267 < 0.70; folds_with_oos_pf>1=2 < 3; max_is_to_oos_sharpe_degradation_pct=4533010.8% > 30%
"V2|atr_stop_mult=2.0,donchian_in=20,donchian_out=20",V2,"{""atr_stop_mult"": 2.0, ""donchian_in"": 20, ""donchian_out"": 20}",GBPUSD,OK,5,0.946489,0.081645,-0.294815,1.522268,100.000000,18,3,0.701391,1.000000,123,false,false,BLOCKED,min_fold_oos_trades=3 < 5; total_oos_trades=18 < 40; median_oos_pf=0.946 < 1.30; median_oos_sharpe=-0.295 < 0.70; folds_with_oos_pf>1=2 < 3; max_is_to_oos_sharpe_degradation_pct=100.0% > 30%
"V2|atr_stop_mult=2.0,donchian_in=20,donchian_out=20",V2,"{""atr_stop_mult"": 2.0, ""donchian_in"": 20, ""donchian_out"": 20}",XAUUSD,OK,5,6.762429,0.623856,8.207763,2.507814,169.502078,24,3,0.060722,1.000000,123,false,false,BLOCKED,min_fold_oos_trades=3 < 5; total_oos_trades=24 < 40; max_is_to_oos_sharpe_degradation_pct=169.5% > 30%
"V2|atr_stop_mult=2.0,donchian_in=20,donchian_out=20",V2,"{""atr_stop_mult"": 2.0, ""donchian_in"": 20, ""donchian_out"": 20}",USDJPY,OK,5,3.625197,0.000000,6.523062,1.200043,1895006.785186,15,2,0.812896,1.000000,123,false,false,BLOCKED,min_fold_oos_trades=2 < 5; total_oos_trades=15 < 40; max_is_to_oos_sharpe_degradation_pct=1895006.8% > 30%
"V2|atr_stop_mult=2.0,donchian_in=40,donchian_out=5",V2,"{""atr_stop_mult"": 2.0, ""donchian_in"": 40, ""donchian_out"": 5}",EURUSD,OK,5,1.025121,0.000000,0.000000,2.032383,100.000000,14,1,0.906299,1.000000,123,false,false,BLOCKED,min_fold_oos_trades=1 < 5; total_oos_trades=14 < 40; median_oos_pf=1.025 < 1.30; median_oos_sharpe=0.000 < 0.70; max_is_to_oos_sharpe_degradation_pct=100.0% > 30%
"V2|atr_stop_mult=2.0,donchian_in=40,donchian_out=5",V2,"{""atr_stop_mult"": 2.0, ""donchian_in"": 40, ""donchian_out"": 5}",GBPUSD,OK,5,0.723583,0.000000,-2.020290,2.030200,100.000000,14,2,0.813185,1.000000,123,false,false,BLOCKED,min_fold_oos_trades=2 < 5; total_oos_trades=14 < 40; median_oos_pf=0.724 < 1.30; median_oos_sharpe=-2.020 < 0.70; folds_with_oos_pf>1=2 < 3; max_is_to_oos_sharpe_degradation_pct=100.0% > 30%
"V2|atr_stop_mult=2.0,donchian_in=40,donchian_out=5",V2,"{""atr_stop_mult"": 2.0, ""donchian_in"": 40, ""donchian_out"": 5}",XAUUSD,OK,5,52.532980,1.448109,7.345479,0.509145,100.000000,12,1,0.031828,1.000000,123,true,false,BLOCKED,min_fold_oos_trades=1 < 5; total_oos_trades=12 < 40; max_is_to_oos_sharpe_degradation_pct=100.0% > 30%
"V2|atr_stop_mult=2.0,donchian_in=40,donchian_out=5",V2,"{""atr_stop_mult"": 2.0, ""donchian_in"": 40, ""donchian_out"": 5}",USDJPY,OK,5,1.485670,0.000000,0.000000,0.509398,114.662189,9,0,0.150872,1.000000,123,false,false,BLOCKED,min_fold_oos_trades=0 < 5; total_oos_trades=9 < 40; median_oos_sharpe=0.000 < 0.70; max_is_to_oos_sharpe_degradation_pct=114.7% > 30%
"V2|atr_stop_mult=2.0,donchian_in=40,donchian_out=10",V2,"{""atr_stop_mult"": 2.0, ""donchian_in"": 40, ""donchian_out"": 10}",EURUSD,OK,5,1.025121,0.000000,0.000000,2.032383,100.000000,14,1,0.906299,1.000000,123,false,false,BLOCKED,min_fold_oos_trades=1 < 5; total_oos_trades=14 < 40; median_oos_pf=1.025 < 1.30; median_oos_sharpe=0.000 < 0.70; max_is_to_oos_sharpe_degradation_pct=100.0% > 30%
"V2|atr_stop_mult=2.0,donchian_in=40,donchian_out=10",V2,"{""atr_stop_mult"": 2.0, ""donchian_in"": 40, ""donchian_out"": 10}",GBPUSD,OK,5,0.723583,0.000000,-2.020290,2.030200,100.000000,14,2,0.813185,1.000000,123,false,false,BLOCKED,min_fold_oos_trades=2 < 5; total_oos_trades=14 < 40; median_oos_pf=0.724 < 1.30; median_oos_sharpe=-2.020 < 0.70; folds_with_oos_pf>1=2 < 3; max_is_to_oos_sharpe_degradation_pct=100.0% > 30%
"V2|atr_stop_mult=2.0,donchian_in=40,donchian_out=10",V2,"{""atr_stop_mult"": 2.0, ""donchian_in"": 40, ""donchian_out"": 10}",XAUUSD,OK,5,52.532980,1.448109,7.345479,0.509145,100.000000,12,1,0.031828,1.000000,123,true,false,BLOCKED,min_fold_oos_trades=1 < 5; total_oos_trades=12 < 40; max_is_to_oos_sharpe_degradation_pct=100.0% > 30%
"V2|atr_stop_mult=2.0,donchian_in=40,donchian_out=10",V2,"{""atr_stop_mult"": 2.0, ""donchian_in"": 40, ""donchian_out"": 10}",USDJPY,OK,5,1.485670,0.000000,0.000000,0.509398,114.662189,9,0,0.150872,1.000000,123,false,false,BLOCKED,min_fold_oos_trades=0 < 5; total_oos_trades=9 < 40; median_oos_sharpe=0.000 < 0.70; max_is_to_oos_sharpe_degradation_pct=114.7% > 30%
"V2|atr_stop_mult=2.0,donchian_in=40,donchian_out=20",V2,"{""atr_stop_mult"": 2.0, ""donchian_in"": 40, ""donchian_out"": 20}",EURUSD,OK,5,1.025121,0.000000,0.000000,2.032383,100.000000,14,1,0.906299,1.000000,123,false,false,BLOCKED,min_fold_oos_trades=1 < 5; total_oos_trades=14 < 40; median_oos_pf=1.025 < 1.30; median_oos_sharpe=0.000 < 0.70; max_is_to_oos_sharpe_degradation_pct=100.0% > 30%
"V2|atr_stop_mult=2.0,donchian_in=40,donchian_out=20",V2,"{""atr_stop_mult"": 2.0, ""donchian_in"": 40, ""donchian_out"": 20}",GBPUSD,OK,5,0.723583,0.000000,-2.020290,2.030200,100.000000,14,2,0.813185,1.000000,123,false,false,BLOCKED,min_fold_oos_trades=2 < 5; total_oos_trades=14 < 40; median_oos_pf=0.724 < 1.30; median_oos_sharpe=-2.020 < 0.70; folds_with_oos_pf>1=2 < 3; max_is_to_oos_sharpe_degradation_pct=100.0% > 30%
"V2|atr_stop_mult=2.0,donchian_in=40,donchian_out=20",V2,"{""atr_stop_mult"": 2.0, ""donchian_in"": 40, ""donchian_out"": 20}",XAUUSD,OK,5,52.532980,1.448109,7.345479,0.509145,100.000000,12,1,0.031828,1.000000,123,true,false,BLOCKED,min_fold_oos_trades=1 < 5; total_oos_trades=12 < 40; max_is_to_oos_sharpe_degradation_pct=100.0% > 30%
"V2|atr_stop_mult=2.0,donchian_in=40,donchian_out=20",V2,"{""atr_stop_mult"": 2.0, ""donchian_in"": 40, ""donchian_out"": 20}",USDJPY,OK,5,1.485670,0.000000,0.000000,0.509398,114.662189,9,0,0.150872,1.000000,123,false,false,BLOCKED,min_fold_oos_trades=0 < 5; total_oos_trades=9 < 40; median_oos_sharpe=0.000 < 0.70; max_is_to_oos_sharpe_degradation_pct=114.7% > 30%
"V2|atr_stop_mult=2.5,donchian_in=10,donchian_out=5",V2,"{""atr_stop_mult"": 2.5, ""donchian_in"": 10, ""donchian_out"": 5}",EURUSD,OK,5,0.069582,0.000000,-11.094360,2.702655,100.000000,26,2,0.557896,1.000000,123,false,false,BLOCKED,min_fold_oos_trades=2 < 5; total_oos_trades=26 < 40; median_oos_pf=0.070 < 1.30; median_oos_sharpe=-11.094 < 0.70; folds_with_oos_pf>1=2 < 3; max_is_to_oos_sharpe_degradation_pct=100.0% > 30%
"V2|atr_stop_mult=2.5,donchian_in=10,donchian_out=5",V2,"{""atr_stop_mult"": 2.5, ""donchian_in"": 10, ""donchian_out"": 5}",GBPUSD,OK,5,0.830382,0.418304,-1.072242,1.014961,100.000000,26,3,0.742194,1.000000,123,false,false,BLOCKED,min_fold_oos_trades=3 < 5; total_oos_trades=26 < 40; median_oos_pf=0.830 < 1.30; median_oos_sharpe=-1.072 < 0.70; folds_with_oos_pf>1=2 < 3; max_is_to_oos_sharpe_degradation_pct=100.0% > 30%
"V2|atr_stop_mult=2.5,donchian_in=10,donchian_out=5",V2,"{""atr_stop_mult"": 2.5, ""donchian_in"": 10, ""donchian_out"": 5}",XAUUSD,OK,5,4.128495,0.348599,5.758935,3.168413,351.837529,42,8,0.150600,1.000000,123,false,false,BLOCKED,max_is_to_oos_sharpe_degradation_pct=351.8% > 30%
"V2|atr_stop_mult=2.5,donchian_in=10,donchian_out=5",V2,"{""atr_stop_mult"": 2.5, ""donchian_in"": 10, ""donchian_out"": 5}",USDJPY,OK,5,1.484623,0.000000,2.636148,1.055875,1385.245705,24,4,0.518565,1.000000,123,false,false,BLOCKED,min_fold_oos_trades=4 < 5; total_oos_trades=24 < 40; max_is_to_oos_sharpe_degradation_pct=1385.2% > 30%
"V2|atr_stop_mult=2.5,donchian_in=10,donchian_out=10",V2,"{""atr_stop_mult"": 2.5, ""donchian_in"": 10, ""donchian_out"": 10}",EURUSD,OK,5,0.069582,0.000000,-11.094360,2.702655,100.000000,26,2,0.557896,1.000000,123,false,false,BLOCKED,min_fold_oos_trades=2 < 5; total_oos_trades=26 < 40; median_oos_pf=0.070 < 1.30; median_oos_sharpe=-11.094 < 0.70; folds_with_oos_pf>1=2 < 3; max_is_to_oos_sharpe_degradation_pct=100.0% > 30%
"V2|atr_stop_mult=2.5,donchian_in=10,donchian_out=10",V2,"{""atr_stop_mult"": 2.5, ""donchian_in"": 10, ""donchian_out"": 10}",GBPUSD,OK,5,0.830382,0.418304,-1.072242,1.014961,100.000000,26,3,0.742194,1.000000,123,false,false,BLOCKED,min_fold_oos_trades=3 < 5; total_oos_trades=26 < 40; median_oos_pf=0.830 < 1.30; median_oos_sharpe=-1.072 < 0.70; folds_with_oos_pf>1=2 < 3; max_is_to_oos_sharpe_degradation_pct=100.0% > 30%
"V2|atr_stop_mult=2.5,donchian_in=10,donchian_out=10",V2,"{""atr_stop_mult"": 2.5, ""donchian_in"": 10, ""donchian_out"": 10}",XAUUSD,OK,5,4.128495,0.348599,5.758935,3.168413,351.837529,42,8,0.150600,1.000000,123,false,false,BLOCKED,max_is_to_oos_sharpe_degradation_pct=351.8% > 30%
"V2|atr_stop_mult=2.5,donchian_in=10,donchian_out=10",V2,"{""atr_stop_mult"": 2.5, ""donchian_in"": 10, ""donchian_out"": 10}",USDJPY,OK,5,1.484623,0.000000,2.636148,1.055875,1385.245705,24,4,0.518565,1.000000,123,false,false,BLOCKED,min_fold_oos_trades=4 < 5; total_oos_trades=24 < 40; max_is_to_oos_sharpe_degradation_pct=1385.2% > 30%
"V2|atr_stop_mult=2.5,donchian_in=20,donchian_out=5",V2,"{""atr_stop_mult"": 2.5, ""donchian_in"": 20, ""donchian_out"": 5}",EURUSD,OK,5,0.763177,0.000000,-1.546066,2.524041,704677.509163,20,2,0.814946,1.000000,123,false,false,BLOCKED,min_fold_oos_trades=2 < 5; total_oos_trades=20 < 40; median_oos_pf=0.763 < 1.30; median_oos_sharpe=-1.546 < 0.70; folds_with_oos_pf>1=2 < 3; max_is_to_oos_sharpe_degradation_pct=704677.5% > 30%
"V2|atr_stop_mult=2.5,donchian_in=20,donchian_out=5",V2,"{""atr_stop_mult"": 2.5, ""donchian_in"": 20, ""donchian_out"": 5}",GBPUSD,OK,5,0.808556,0.065577,-1.242293,1.013797,100.000000,16,3,0.500490,1.000000,123,false,false,BLOCKED,min_fold_oos_trades=3 < 5; total_oos_trades=16 < 40; median_oos_pf=0.809 < 1.30; median_oos_sharpe=-1.242 < 0.70; folds_with_oos_pf>1=2 < 3; max_is_to_oos_sharpe_degradation_pct=100.0% > 30%
"V2|atr_stop_mult=2.5,donchian_in=20,donchian_out=5",V2,"{""atr_stop_mult"": 2.5, ""donchian_in"": 20, ""donchian_out"": 5}",XAUUSD,OK,5,5.450758,0.501974,7.730826,2.501203,213.457556,24,3,0.079377,1.000000,123,false,false,BLOCKED,min_fold_oos_trades=3 < 5; total_oos_trades=24 < 40; max_is_to_oos_sharpe_degradation_pct=213.5% > 30%
"V2|atr_stop_mult=2.5,donchian_in=20,donchian_out=5",V2,"{""atr_stop_mult"": 2.5, ""donchian_in"": 20, ""donchian_out"": 5}",USDJPY,OK,5,3.027887,0.000000,5.264568,1.159509,2757978.660150,15,2,0.812941,1.000000,123,false,false,BLOCKED,min_fold_oos_trades=2 < 5; total_oos_trades=15 < 40; max_is_to_oos_sharpe_degradation_pct=2757978.7% > 30%
"V2|atr_stop_mult=2.5,donchian_in=20,donchian_out=10",V2,"{""atr_stop_mult"": 2.5, ""donchian_in"": 20, ""donchian_out"": 10}",EURUSD,OK,5,0.763177,0.000000,-1.546066,2.524041,704677.509163,20,2,0.814946,1.000000,123,false,false,BLOCKED,min_fold_oos_trades=2 < 5; total_oos_trades=20 < 40; median_oos_pf=0.763 < 1.30; median_oos_sharpe=-1.546 < 0.70; folds_with_oos_pf>1=2 < 3; max_is_to_oos_sharpe_degradation_pct=704677.5% > 30%
"V2|atr_stop_mult=2.5,donchian_in=20,donchian_out=10",V2,"{""atr_stop_mult"": 2.5, ""donchian_in"": 20, ""donchian_out"": 10}",GBPUSD,OK,5,0.808556,0.065577,-1.242293,1.013797,100.000000,16,3,0.500490,1.000000,123,false,false,BLOCKED,min_fold_oos_trades=3 < 5; total_oos_trades=16 < 40; median_oos_pf=0.809 < 1.30; median_oos_sharpe=-1.242 < 0.70; folds_with_oos_pf>1=2 < 3; max_is_to_oos_sharpe_degradation_pct=100.0% > 30%
"V2|atr_stop_mult=2.5,donchian_in=20,donchian_out=10",V2,"{""atr_stop_mult"": 2.5, ""donchian_in"": 20, ""donchian_out"": 10}",XAUUSD,OK,5,5.450758,0.501974,7.730826,2.501203,213.457556,24,3,0.079377,1.000000,123,false,false,BLOCKED,min_fold_oos_trades=3 < 5; total_oos_trades=24 < 40; max_is_to_oos_sharpe_degradation_pct=213.5% > 30%
"V2|atr_stop_mult=2.5,donchian_in=20,donchian_out=10",V2,"{""atr_stop_mult"": 2.5, ""donchian_in"": 20, ""donchian_out"": 10}",USDJPY,OK,5,3.027887,0.000000,5.264568,1.159509,2757978.660150,15,2,0.812941,1.000000,123,false,false,BLOCKED,min_fold_oos_trades=2 < 5; total_oos_trades=15 < 40; max_is_to_oos_sharpe_degradation_pct=2757978.7% > 30%
"V2|atr_stop_mult=2.5,donchian_in=20,donchian_out=20",V2,"{""atr_stop_mult"": 2.5, ""donchian_in"": 20, ""donchian_out"": 20}",EURUSD,OK,5,0.763177,0.000000,-1.546066,2.524041,704677.509163,20,2,0.814946,1.000000,123,false,false,BLOCKED,min_fold_oos_trades=2 < 5; total_oos_trades=20 < 40; median_oos_pf=0.763 < 1.30; median_oos_sharpe=-1.546 < 0.70; folds_with_oos_pf>1=2 < 3; max_is_to_oos_sharpe_degradation_pct=704677.5% > 30%
"V2|atr_stop_mult=2.5,donchian_in=20,donchian_out=20",V2,"{""atr_stop_mult"": 2.5, ""donchian_in"": 20, ""donchian_out"": 20}",GBPUSD,OK,5,0.808556,0.065577,-1.242293,1.013797,100.000000,16,3,0.500490,1.000000,123,false,false,BLOCKED,min_fold_oos_trades=3 < 5; total_oos_trades=16 < 40; median_oos_pf=0.809 < 1.30; median_oos_sharpe=-1.242 < 0.70; folds_with_oos_pf>1=2 < 3; max_is_to_oos_sharpe_degradation_pct=100.0% > 30%
"V2|atr_stop_mult=2.5,donchian_in=20,donchian_out=20",V2,"{""atr_stop_mult"": 2.5, ""donchian_in"": 20, ""donchian_out"": 20}",XAUUSD,OK,5,5.450758,0.501974,7.730826,2.501203,213.457556,24,3,0.079377,1.000000,123,false,false,BLOCKED,min_fold_oos_trades=3 < 5; total_oos_trades=24 < 40; max_is_to_oos_sharpe_degradation_pct=213.5% > 30%
"V2|atr_stop_mult=2.5,donchian_in=20,donchian_out=20",V2,"{""atr_stop_mult"": 2.5, ""donchian_in"": 20, ""donchian_out"": 20}",USDJPY,OK,5,3.027887,0.000000,5.264568,1.159509,2757978.660150,15,2,0.812941,1.000000,123,false,false,BLOCKED,min_fold_oos_trades=2 < 5; total_oos_trades=15 < 40; max_is_to_oos_sharpe_degradation_pct=2757978.7% > 30%
"V2|atr_stop_mult=2.5,donchian_in=40,donchian_out=5",V2,"{""atr_stop_mult"": 2.5, ""donchian_in"": 40, ""donchian_out"": 5}",EURUSD,OK,5,1.643650,0.000000,0.000000,2.022859,100.000000,13,1,0.906169,1.000000,123,false,false,BLOCKED,min_fold_oos_trades=1 < 5; total_oos_trades=13 < 40; median_oos_sharpe=0.000 < 0.70; max_is_to_oos_sharpe_degradation_pct=100.0% > 30%
"V2|atr_stop_mult=2.5,donchian_in=40,donchian_out=5",V2,"{""atr_stop_mult"": 2.5, ""donchian_in"": 40, ""donchian_out"": 5}",GBPUSD,OK,5,0.640714,0.130450,-2.818095,1.014822,100.000000,13,2,0.809546,1.000000,123,false,false,BLOCKED,min_fold_oos_trades=2 < 5; total_oos_trades=13 < 40; median_oos_pf=0.641 < 1.30; median_oos_sharpe=-2.818 < 0.70; folds_with_oos_pf>1=2 < 3; max_is_to_oos_sharpe_degradation_pct=100.0% > 30%
"V2|atr_stop_mult=2.5,donchian_in=40,donchian_out=5",V2,"{""atr_stop_mult"": 2.5, ""donchian_in"": 40, ""donchian_out"": 5}",XAUUSD,OK,5,52.987925,1.163688,6.787634,0.507301,100.000000,12,1,0.040156,1.000000,123,true,false,BLOCKED,min_fold_oos_trades=1 < 5; total_oos_trades=12 < 40; max_is_to_oos_sharpe_degradation_pct=100.0% > 30%
"V2|atr_stop_mult=2.5,donchian_in=40,donchian_out=5",V2,"{""atr_stop_mult"": 2.5, ""donchian_in"": 40, ""donchian_out"": 5}",USDJPY,OK,5,2.117281,0.000000,1.095347,0.506620,100.000000,9,0,0.080200,1.000000,123,false,false,BLOCKED,min_fold_oos_trades=0 < 5; total_oos_trades=9 < 40; max_is_to_oos_sharpe_degradation_pct=100.0% > 30%
"V2|atr_stop_mult=2.5,donchian_in=40,donchian_out=10",V2,"{""atr_stop_mult"": 2.5, ""donchian_in"": 40, ""donchian_out"": 10}",EURUSD,OK,5,1.643650,0.000000,0.000000,2.022859,100.000000,13,1,0.906169,1.000000,123,false,false,BLOCKED,min_fold_oos_trades=1 < 5; total_oos_trades=13 < 40; median_oos_sharpe=0.000 < 0.70; max_is_to_oos_sharpe_degradation_pct=100.0% > 30%
"V2|atr_stop_mult=2.5,donchian_in=40,donchian_out=10",V2,"{""atr_stop_mult"": 2.5, ""donchian_in"": 40, ""donchian_out"": 10}",GBPUSD,OK,5,0.640714,0.130450,-2.818095,1.014822,100.000000,13,2,0.809546,1.000000,123,false,false,BLOCKED,min_fold_oos_trades=2 < 5; total_oos_trades=13 < 40; median_oos_pf=0.641 < 1.30; median_oos_sharpe=-2.818 < 0.70; folds_with_oos_pf>1=2 < 3; max_is_to_oos_sharpe_degradation_pct=100.0% > 30%
"V2|atr_stop_mult=2.5,donchian_in=40,donchian_out=10",V2,"{""atr_stop_mult"": 2.5, ""donchian_in"": 40, ""donchian_out"": 10}",XAUUSD,OK,5,52.987925,1.163688,6.787634,0.507301,100.000000,12,1,0.040156,1.000000,123,true,false,BLOCKED,min_fold_oos_trades=1 < 5; total_oos_trades=12 < 40; max_is_to_oos_sharpe_degradation_pct=100.0% > 30%
"V2|atr_stop_mult=2.5,donchian_in=40,donchian_out=10",V2,"{""atr_stop_mult"": 2.5, ""donchian_in"": 40, ""donchian_out"": 10}",USDJPY,OK,5,2.117281,0.000000,1.095347,0.506620,100.000000,9,0,0.080200,1.000000,123,false,false,BLOCKED,min_fold_oos_trades=0 < 5; total_oos_trades=9 < 40; max_is_to_oos_sharpe_degradation_pct=100.0% > 30%
"V2|atr_stop_mult=2.5,donchian_in=40,donchian_out=20",V2,"{""atr_stop_mult"": 2.5, ""donchian_in"": 40, ""donchian_out"": 20}",EURUSD,OK,5,1.643650,0.000000,0.000000,2.022859,100.000000,13,1,0.906169,1.000000,123,false,false,BLOCKED,min_fold_oos_trades=1 < 5; total_oos_trades=13 < 40; median_oos_sharpe=0.000 < 0.70; max_is_to_oos_sharpe_degradation_pct=100.0% > 30%
"V2|atr_stop_mult=2.5,donchian_in=40,donchian_out=20",V2,"{""atr_stop_mult"": 2.5, ""donchian_in"": 40, ""donchian_out"": 20}",GBPUSD,OK,5,0.640714,0.130450,-2.818095,1.014822,100.000000,13,2,0.809546,1.000000,123,false,false,BLOCKED,min_fold_oos_trades=2 < 5; total_oos_trades=13 < 40; median_oos_pf=0.641 < 1.30; median_oos_sharpe=-2.818 < 0.70; folds_with_oos_pf>1=2 < 3; max_is_to_oos_sharpe_degradation_pct=100.0% > 30%
"V2|atr_stop_mult=2.5,donchian_in=40,donchian_out=20",V2,"{""atr_stop_mult"": 2.5, ""donchian_in"": 40, ""donchian_out"": 20}",XAUUSD,OK,5,52.987925,1.163688,6.787634,0.507301,100.000000,12,1,0.040156,1.000000,123,true,false,BLOCKED,min_fold_oos_trades=1 < 5; total_oos_trades=12 < 40; max_is_to_oos_sharpe_degradation_pct=100.0% > 30%
"V2|atr_stop_mult=2.5,donchian_in=40,donchian_out=20",V2,"{""atr_stop_mult"": 2.5, ""donchian_in"": 40, ""donchian_out"": 20}",USDJPY,OK,5,2.117281,0.000000,1.095347,0.506620,100.000000,9,0,0.080200,1.000000,123,false,false,BLOCKED,min_fold_oos_trades=0 < 5; total_oos_trades=9 < 40; max_is_to_oos_sharpe_degradation_pct=100.0% > 30%
"V3|atr_stop_mult=1.5,bb_length=14,bb_std=1.5",V3,"{""atr_stop_mult"": 1.5, ""bb_length"": 14, ""bb_std"": 1.5}",EURUSD,OK,5,0.769728,0.241662,-1.655141,3.410762,100.000000,78,13,0.911533,1.000000,123,false,false,BLOCKED,median_oos_pf=0.770 < 1.30; median_oos_sharpe=-1.655 < 0.70; folds_with_oos_pf>1=1 < 3; max_is_to_oos_sharpe_degradation_pct=100.0% > 30%
"V3|atr_stop_mult=1.5,bb_length=14,bb_std=1.5",V3,"{""atr_stop_mult"": 1.5, ""bb_length"": 14, ""bb_std"": 1.5}",GBPUSD,OK,5,1.055138,0.090313,0.379775,3.223255,2297.148920,76,11,0.769180,1.000000,123,false,false,BLOCKED,median_oos_pf=1.055 < 1.30; median_oos_sharpe=0.380 < 0.70; max_is_to_oos_sharpe_degradation_pct=2297.1% > 30%
"V3|atr_stop_mult=1.5,bb_length=14,bb_std=1.5",V3,"{""atr_stop_mult"": 1.5, ""bb_length"": 14, ""bb_std"": 1.5}",XAUUSD,OK,5,1.431602,0.484511,2.356950,2.623456,100.000000,66,9,0.219600,1.000000,123,false,false,BLOCKED,max_is_to_oos_sharpe_degradation_pct=100.0% > 30%
